Data,Mês,Canal,Produto,Quantidade Vendida,Preço Unitário,Receita Total
2025-06-01,Junho,A1500108,Boné,16.0,,
2025-06-01,Junho,A1500108,Carteira,105.0,210.0,22050.0
2025-06-01,Junho,A3100104,Mochila,27.0,,
2025-06-01,Junho,A1500108,FONE,23.0,159.0,3657.0
2025-06-01,Junho,A1500108,Malaa,25.0,,
2025-06-01,Junho,A1500108,FONE,35.0,159.0,5565.0
2025-06-01,Junho,A1500108,FONE,26.0,159.0,4134.0
2025-06-01,Junho,A1500108,FONE,38.0,159.0,6042.0
2025-06-01,Junho,A1500108,Boné,30.0,,
2025-06-01,Junho,A1500108,Boné,30.0,,
2025-06-01,Junho,A1500107,Carteira,70.0,210.0,14700.0
2025-06-01,Junho,A3100104,FONE,39.0,159.0,6201.0
2025-06-01,Junho,A3100104,Carteira,46.0,210.0,9660.0
2025-06-01,Junho,A1500108,Boné,129.0,,
2025-06-01,Junho,A3100104,Carteira,32.0,210.0,6720.0
2025-06-01,Junho,A1500107,Boné,98.0,,
2025-06-01,Junho,A1500107,Carteira,140.0,210.0,29400.0
2025-06-01,Junho,A1500107,Mochila,66.0,,
2025-06-01,Junho,A1500108,Carteira,51.0,210.0,10710.0
2025-06-01,Junho,A1500108,Garrafa,34.0,,
2025-06-01,Junho,A1500107,Malaa,64.0,,
2025-06-01,Junho,A1500108,Malaa,37.0,,
2025-06-01,Junho,A1500107,Tênis,36.0,,
2025-06-01,Junho,A1500107,Garrafa,68.0,,
2025-06-01,Junho,A1500108,Mochila,42.0,,
2025-06-01,Junho,A1500107,Carteira,102.0,210.0,21420.0
2025-06-01,Junho,A3100104,Mochila,18.0,,
2025-06-01,Junho,A3100104,Garrafa,16.0,,
2025-06-01,Junho,A3100104,FONE,33.0,159.0,5247.0
2025-06-01,Junho,A3100104,Boné,24.0,,
2025-06-01,Junho,A3100104,Garrafa,29.0,,
2025-06-01,Junho,A3100104,Mochila,41.0,,
2025-06-01,Junho,A3100104,BOLSA,21.0,999.0,20979.0
2025-06-01,Junho,A3100104,Mochila,39.0,,
2025-06-01,Junho,A1500108,Boné,18.0,,
2025-06-01,Junho,A1500108,Malaa,45.0,,
2025-06-01,Junho,A3100104,FONE,19.0,159.0,3021.0
2025-06-01,Junho,A3100104,Tênis,19.0,,
2025-06-01,Junho,A3100104,Malaa,22.0,,
2025-06-01,Junho,A1500108,Tênis,25.0,,
2025-06-01,Junho,A1500108,Garrafa,39.0,,
2025-06-01,Junho,A1500108,Garrafa,17.0,,
2025-06-01,Junho,A1500108,Tênis,44.0,,
2025-06-01,Junho,A1500107,Garrafa,66.0,,
2025-06-01,Junho,A1500107,Tênis,70.0,,
2025-06-01,Junho,A1500107,FONE,164.0,159.0,26076.0
2025-06-01,Junho,A1500108,Mochila,69.0,,
2025-06-01,Junho,A3100104,Tênis,23.0,,
2025-06-01,Junho,A1500107,Carteira,68.0,210.0,14280.0
2025-06-01,Junho,A1500108,FONE,25.0,159.0,3975.0
2025-06-01,Junho,A1500108,Carteira,46.0,210.0,9660.0
2025-06-01,Junho,A1500107,Carteira,58.0,210.0,12180.0
2025-06-01,Junho,A1500108,Malaa,30.0,,
2025-06-01,Junho,A1500108,Carteira,28.0,210.0,5880.0
2025-06-01,Junho,A3100104,Garrafa,41.0,,
2025-06-01,Junho,A3100104,Boné,34.0,,
2025-06-01,Junho,A3100104,Tênis,31.0,,
2025-06-01,Junho,A3100104,Boné,46.0,,
2025-06-01,Junho,A3100104,Carteira,43.0,210.0,9030.0
2025-06-01,Junho,A1500108,Boné,135.0,,
2025-06-01,Junho,A3100104,Tênis,31.0,,
2025-06-01,Junho,A3100104,Malaa,44.0,,
2025-06-01,Junho,A3100104,Mochila,20.0,,
2025-06-01,Junho,A1500108,Carteira,44.0,210.0,9240.0
2025-06-01,Junho,A1500108,Garrafa,32.0,,
2025-06-01,Junho,A1500107,Malaa,38.0,,
2025-06-01,Junho,A1500107,Tênis,32.0,,
2025-06-01,Junho,A3100104,FONE,41.0,159.0,6519.0
2025-06-01,Junho,A1500107,Tênis,136.0,,
2025-06-01,Junho,A3100104,Boné,31.0,,
2025-06-01,Junho,A3100104,Malaa,29.0,,
2025-06-01,Junho,A1500108,Boné,19.0,,
2025-06-01,Junho,A1500107,Malaa,84.0,,
2025-06-01,Junho,A1500108,Mochila,34.0,,
2025-06-01,Junho,A1500108,Boné,15.0,,
2025-06-01,Junho,A3100104,Tênis,18.0,,
2025-06-01,Junho,A1500108,Malaa,45.0,,
2025-06-01,Junho,A1500108,Malaa,49.0,,
2025-06-01,Junho,A3100104,Garrafa,51.0,,
2025-06-01,Junho,A3100104,FONE,31.0,159.0,4929.0
2025-06-01,Junho,A1500107,Malaa,32.0,,
2025-06-01,Junho,A1500107,Tênis,100.0,,
2025-06-01,Junho,A3100104,FONE,42.0,159.0,6678.0
2025-06-01,Junho,A3100104,Garrafa,47.0,,
2025-06-01,Junho,A1500107,Tênis,44.0,,
2025-06-01,Junho,A3100104,Malaa,49.0,,
2025-06-01,Junho,A1500108,Mochila,16.0,,
2025-06-01,Junho,A1500108,Tênis,102.0,,
2025-06-01,Junho,A1500108,BOLSA,17.0,999.0,16983.0
2025-06-01,Junho,A1500108,Carteira,18.0,210.0,3780.0
2025-06-01,Junho,A3100104,BOLSA,21.0,999.0,20979.0
2025-06-01,Junho,A1500108,FONE,45.0,159.0,7155.0
2025-06-01,Junho,A1500108,Boné,43.0,,
2025-06-01,Junho,A1500108,Garrafa,27.0,,
2025-06-01,Junho,A1500108,FONE,123.0,159.0,19557.0
2025-06-01,Junho,A1500108,Boné,24.0,,
2025-06-01,Junho,A1500107,FONE,84.0,159.0,13356.0
2025-06-01,Junho,A1500107,Garrafa,152.0,,
2025-06-01,Junho,A1500108,FONE,31.0,159.0,4929.0
2025-06-01,Junho,A1500108,Malaa,41.0,,
2025-06-01,Junho,A3100104,Mochila,32.0,,
2025-06-01,Junho,A1500107,Boné,82.0,,
2025-06-01,Junho,A1500108,Malaa,45.0,,
2025-06-01,Junho,A3100104,Malaa,52.0,,
2025-06-01,Junho,A1500108,Tênis,32.0,,
2025-06-01,Junho,A3100104,Carteira,42.0,210.0,8820.0
2025-06-01,Junho,A1500108,Mochila,40.0,,
2025-06-01,Junho,A3100104,BOLSA,26.0,999.0,25974.0
2025-06-01,Junho,A3100104,Boné,20.0,,
2025-06-01,Junho,A3100104,Boné,40.0,,
2025-06-01,Junho,A1500107,Tênis,96.0,,
2025-06-01,Junho,A3100104,FONE,16.0,159.0,2544.0
2025-06-01,Junho,A1500107,Garrafa,136.0,,
2025-06-01,Junho,A1500108,Mochila,42.0,,
2025-06-01,Junho,A1500108,BOLSA,41.0,999.0,40959.0
2025-06-01,Junho,A1500108,BOLSA,17.0,999.0,16983.0
2025-06-01,Junho,A1500108,Mochila,63.0,,
2025-06-01,Junho,A3100104,Mochila,45.0,,
2025-06-01,Junho,A1500108,Malaa,27.0,,
2025-06-01,Junho,A1500107,BOLSA,54.0,999.0,53946.0
2025-06-01,Junho,A3100104,Tênis,36.0,,
2025-06-01,Junho,A1500108,Garrafa,32.0,,
2025-06-01,Junho,A3100104,Garrafa,51.0,,
2025-06-01,Junho,A1500108,Boné,66.0,,
2025-06-01,Junho,A1500108,Garrafa,87.0,,
2025-06-01,Junho,A1500108,Malaa,30.0,,
2025-06-01,Junho,A1500108,FONE,66.0,159.0,10494.0
2025-06-01,Junho,A1500108,Malaa,25.0,,
2025-06-01,Junho,A1500108,Carteira,48.0,210.0,10080.0
2025-06-01,Junho,A3100104,Tênis,39.0,,
2025-06-01,Junho,A1500108,Tênis,38.0,,
2025-06-01,Junho,A3100104,Carteira,32.0,210.0,6720.0
2025-06-01,Junho,A3100104,FONE,16.0,159.0,2544.0
2025-06-01,Junho,A1500108,Carteira,23.0,210.0,4830.0
2025-06-01,Junho,A3100104,Mochila,36.0,,
2025-06-01,Junho,A1500107,Malaa,188.0,,
2025-06-01,Junho,A3100104,Tênis,15.0,,
2025-06-01,Junho,A1500108,Boné,41.0,,
2025-06-01,Junho,A1500107,FONE,46.0,159.0,7314.0
2025-06-01,Junho,A3100104,BOLSA,49.0,999.0,48951.0
2025-06-01,Junho,A1500108,Garrafa,117.0,,
2025-06-01,Junho,A3100104,BOLSA,40.0,999.0,39960.0
2025-06-01,Junho,A1500108,Carteira,51.0,210.0,10710.0
2025-06-01,Junho,A3100104,Malaa,17.0,,
2025-06-01,Junho,A3100104,Malaa,51.0,,
2025-06-01,Junho,A3100104,FONE,20.0,159.0,3180.0
2025-06-01,Junho,A1500107,FONE,68.0,159.0,10812.0
2025-06-01,Junho,A3100104,Malaa,46.0,,
2025-06-01,Junho,A1500108,Garrafa,138.0,,
2025-06-01,Junho,A3100104,Carteira,40.0,210.0,8400.0
2025-06-01,Junho,A3100104,Tênis,17.0,,
2025-06-01,Junho,A3100104,Mochila,48.0,,
2025-06-01,Junho,A3100104,Boné,17.0,,
2025-06-01,Junho,A1500107,Garrafa,45.0,,
2025-06-01,Junho,A1500108,Malaa,38.0,,
2025-06-01,Junho,A3100104,BOLSA,24.0,999.0,23976.0
2025-06-01,Junho,A1500107,FONE,152.0,159.0,24168.0
2025-06-01,Junho,A3100104,Malaa,45.0,,
2025-06-01,Junho,A1500108,Tênis,37.0,,
2025-06-01,Junho,A1500108,Garrafa,38.0,,
2025-06-01,Junho,A1500107,Garrafa,76.0,,
2025-06-01,Junho,A1500108,FONE,23.0,159.0,3657.0
2025-06-01,Junho,A1500108,FONE,153.0,159.0,24327.0
2025-06-01,Junho,A1500108,BOLSA,38.0,999.0,37962.0
2025-06-01,Junho,A1500108,Garrafa,21.0,,
2025-06-01,Junho,A1500108,Tênis,147.0,,
2025-06-01,Junho,A1500108,Mochila,144.0,,
2025-07-01,Julho,A1500108,Malaa,27.0,,
2025-07-01,Julho,A3100104,FONE,42.0,159.0,6678.0
2025-07-01,Julho,A3100104,Boné,45.0,,
2025-07-01,Julho,A3100104,BOLSA,38.0,999.0,37962.0
2025-07-01,Julho,A1500108,Mochila,41.0,,
2025-07-01,Julho,A3100104,BOLSA,21.0,999.0,20979.0
2025-07-01,Julho,A1500108,Carteira,38.0,210.0,7980.0
2025-07-01,Julho,A3100104,Mochila,46.0,,
2025-07-01,Julho,A1500107,Garrafa,60.0,,
2025-07-01,Julho,A3100104,Mochila,36.0,,
2025-07-01,Julho,A1500107,Mochila,50.0,,
2025-07-01,Julho,A1500107,Tênis,68.0,,
2025-07-01,Julho,A1500107,Malaa,136.0,,
2025-07-01,Julho,A1500107,BOLSA,72.0,999.0,71928.0
2025-07-01,Julho,A1500108,Mochila,16.0,,
2025-07-01,Julho,A3100104,Mochila,19.0,,
2025-07-01,Julho,A3100104,Tênis,42.0,,
2025-07-01,Julho,A3100104,Boné,35.0,,
2025-07-01,Julho,A1500108,FONE,126.0,159.0,20034.0
2025-07-01,Julho,A1500107,Malaa,76.0,,
2025-07-01,Julho,A1500107,FONE,86.0,159.0,13674.0
2025-07-01,Julho,A1500108,Garrafa,123.0,,
2025-07-01,Julho,A1500108,Garrafa,129.0,,
2025-07-01,Julho,A3100104,Carteira,28.0,210.0,5880.0
2025-07-01,Julho,A1500107,Carteira,62.0,210.0,13020.0
2025-07-01,Julho,A3100104,Malaa,25.0,,
2025-07-01,Julho,A3100104,Carteira,30.0,210.0,6300.0
2025-07-01,Julho,A1500107,Malaa,52.0,,
2025-07-01,Julho,A1500107,Tênis,92.0,,
2025-07-01,Julho,A3100104,Boné,47.0,,
2025-07-01,Julho,A3100104,Tênis,30.0,,
2025-07-01,Julho,A3100104,BOLSA,44.0,999.0,43956.0
2025-07-01,Julho,A3100104,FONE,16.0,159.0,2544.0
2025-07-01,Julho,A3100104,Tênis,15.0,,
2025-07-01,Julho,A3100104,Garrafa,32.0,,
2025-07-01,Julho,A1500107,Carteira,88.0,210.0,18480.0
2025-07-01,Julho,A3100104,Malaa,51.0,,
2025-07-01,Julho,A1500108,Boné,47.0,,
2025-07-01,Julho,A1500108,Tênis,42.0,,
2025-07-01,Julho,A3100104,BOLSA,48.0,999.0,47952.0
2025-07-01,Julho,A3100104,Boné,46.0,,
2025-07-01,Julho,A1500107,Carteira,104.0,210.0,21840.0
2025-07-01,Julho,A3100104,Boné,46.0,,
2025-07-01,Julho,A1500107,Malaa,136.0,,
2025-07-01,Julho,A3100104,Garrafa,38.0,,
2025-07-01,Julho,A3100104,Malaa,39.0,,
2025-07-01,Julho,A3100104,Carteira,45.0,210.0,9450.0
2025-07-01,Julho,A3100104,Garrafa,19.0,,
2025-07-01,Julho,A3100104,Mochila,15.0,,
2025-07-01,Julho,A1500108,Carteira,22.0,210.0,4620.0
2025-07-01,Julho,A1500107,Carteira,92.0,210.0,19320.0
2025-07-01,Julho,A3100104,Boné,30.0,,
2025-07-01,Julho,A1500108,FONE,69.0,159.0,10971.0
2025-07-01,Julho,A3100104,BOLSA,44.0,999.0,43956.0
2025-07-01,Julho,A1500108,Carteira,60.0,210.0,12600.0
2025-07-01,Julho,A3100104,Garrafa,44.0,,
2025-07-01,Julho,A1500107,Tênis,192.0,,
2025-07-01,Julho,A1500107,BOLSA,204.0,999.0,203796.0
2025-07-01,Julho,A3100104,BOLSA,19.0,999.0,18981.0
2025-07-01,Julho,A1500108,Mochila,27.0,,
2025-07-01,Julho,A1500107,Carteira,128.0,210.0,26880.0
2025-07-01,Julho,A3100104,Tênis,21.0,,
2025-07-01,Julho,A3100104,Tênis,27.0,,
2025-07-01,Julho,A1500107,BOLSA,78.0,999.0,77922.0
2025-07-01,Julho,A3100104,BOLSA,35.0,999.0,34965.0
2025-07-01,Julho,A3100104,Garrafa,24.0,,
2025-07-01,Julho,A1500108,FONE,24.0,159.0,3816.0
2025-07-01,Julho,A1500107,Carteira,180.0,210.0,37800.0
2025-07-01,Julho,A3100104,Carteira,22.0,210.0,4620.0
2025-07-01,Julho,A3100104,Boné,20.0,,
2025-07-01,Julho,A1500107,Malaa,38.0,,
2025-07-01,Julho,A1500107,Carteira,96.0,210.0,20160.0
2025-07-01,Julho,A3100104,Carteira,38.0,210.0,7980.0
2025-07-01,Julho,A1500107,BOLSA,96.0,999.0,95904.0
2025-07-01,Julho,A1500108,Carteira,20.0,210.0,4200.0
2025-07-01,Julho,A1500108,Garrafa,18.0,,
2025-07-01,Julho,A1500107,Malaa,41.0,,
2025-07-01,Julho,A3100104,Malaa,17.0,,
2025-07-01,Julho,A3100104,Carteira,28.0,210.0,5880.0
2025-07-01,Julho,A1500107,Tênis,86.0,,
2025-07-01,Julho,A1500107,Tênis,176.0,,
2025-07-01,Julho,A1500108,FONE,25.0,159.0,3975.0
2025-07-01,Julho,A3100104,BOLSA,22.0,999.0,21978.0
2025-07-01,Julho,A1500108,Carteira,22.0,210.0,4620.0
2025-07-01,Julho,A1500108,Tênis,19.0,,
2025-07-01,Julho,A1500107,FONE,184.0,159.0,29256.0
2025-07-01,Julho,A3100104,Malaa,28.0,,
2025-07-01,Julho,A1500107,Garrafa,38.0,,
2025-07-01,Julho,A3100104,Tênis,29.0,,
2025-07-01,Julho,A3100104,Mochila,52.0,,
2025-07-01,Julho,A1500107,BOLSA,86.0,999.0,85914.0
2025-07-01,Julho,A3100104,Carteira,21.0,210.0,4410.0
2025-07-01,Julho,A3100104,FONE,35.0,159.0,5565.0
2025-07-01,Julho,A1500108,Garrafa,35.0,,
2025-07-01,Julho,A1500108,Mochila,43.0,,
2025-07-01,Julho,A3100104,Carteira,21.0,210.0,4410.0
2025-07-01,Julho,A3100104,Malaa,47.0,,
2025-07-01,Julho,A3100104,FONE,24.0,159.0,3816.0
2025-07-01,Julho,A3100104,Tênis,46.0,,
2025-07-01,Julho,A1500107,Boné,92.0,,
2025-07-01,Julho,A1500107,FONE,52.0,159.0,8268.0
2025-07-01,Julho,A1500107,FONE,76.0,159.0,12084.0
2025-07-01,Julho,A1500108,Carteira,31.0,210.0,6510.0
2025-07-01,Julho,A3100104,Boné,17.0,,
2025-07-01,Julho,A1500107,Malaa,52.0,,
2025-07-01,Julho,A3100104,Malaa,48.0,,
2025-07-01,Julho,A1500108,Tênis,52.0,,
2025-07-01,Julho,A3100104,Carteira,44.0,210.0,9240.0
2025-07-01,Julho,A3100104,Tênis,21.0,,
2025-07-01,Julho,A3100104,Mochila,16.0,,
2025-07-01,Julho,A3100104,Tênis,32.0,,
2025-07-01,Julho,A1500107,FONE,70.0,159.0,11130.0
2025-07-01,Julho,A1500108,Tênis,46.0,,
2025-07-01,Julho,A1500107,Boné,78.0,,
2025-07-01,Julho,A1500107,Carteira,94.0,210.0,19740.0
2025-07-01,Julho,A3100104,Malaa,26.0,,
2025-07-01,Julho,A1500108,FONE,141.0,159.0,22419.0
2025-07-01,Julho,A1500108,Mochila,22.0,,
2025-07-01,Julho,A1500107,Mochila,88.0,,
2025-07-01,Julho,A3100104,Mochila,23.0,,
2025-07-01,Julho,A1500108,FONE,126.0,159.0,20034.0
2025-07-01,Julho,A1500107,Garrafa,152.0,,
2025-07-01,Julho,A3100104,BOLSA,48.0,999.0,47952.0
2025-07-01,Julho,A1500107,Carteira,38.0,210.0,7980.0
2025-07-01,Julho,A3100104,BOLSA,36.0,999.0,35964.0
2025-07-01,Julho,A1500107,Mochila,92.0,,
2025-07-01,Julho,A1500107,Carteira,68.0,210.0,14280.0
2025-07-01,Julho,A1500107,Boné,50.0,,
2025-07-01,Julho,A1500107,Carteira,64.0,210.0,13440.0
2025-07-01,Julho,A1500107,BOLSA,62.0,999.0,61938.0
2025-07-01,Julho,A3100104,BOLSA,25.0,999.0,24975.0
2025-07-01,Julho,A3100104,BOLSA,41.0,999.0,40959.0
2025-07-01,Julho,A3100104,Tênis,37.0,,
2025-07-01,Julho,A1500107,BOLSA,48.0,999.0,47952.0
2025-07-01,Julho,A3100104,Malaa,51.0,,
2025-07-01,Julho,A1500108,BOLSA,23.0,999.0,22977.0
2025-07-01,Julho,A1500108,Mochila,72.0,,
2025-07-01,Julho,A1500108,Mochila,135.0,,
2025-07-01,Julho,A3100104,Boné,24.0,,
2025-07-01,Julho,A1500108,FONE,24.0,159.0,3816.0
2025-07-01,Julho,A3100104,Boné,26.0,,
2025-07-01,Julho,A3100104,Garrafa,30.0,,
2025-07-01,Julho,A1500107,Garrafa,160.0,,
2025-07-01,Julho,A1500107,Malaa,86.0,,
2025-07-01,Julho,A1500108,Malaa,39.0,,
2025-07-01,Julho,A3100104,Tênis,29.0,,
2025-07-01,Julho,A1500108,Boné,150.0,,
2025-07-01,Julho,A3100104,Mochila,34.0,,
2025-07-01,Julho,A1500108,FONE,102.0,159.0,16218.0
2025-07-01,Julho,A3100104,Boné,52.0,,
2025-07-01,Julho,A1500107,BOLSA,100.0,999.0,99900.0
2025-08-01,Agosto,A1500108,Malaa,30.0,,
2025-08-01,Agosto,A1500107,Boné,76.0,,
2025-08-01,Agosto,A1500107,BOLSA,90.0,999.0,89910.0
2025-08-01,Agosto,A3100104,BOLSA,35.0,999.0,34965.0
2025-08-01,Agosto,A3100104,Boné,48.0,,
2025-08-01,Agosto,A1500107,Tênis,44.0,,
2025-08-01,Agosto,A1500107,Carteira,184.0,210.0,38640.0
2025-08-01,Agosto,A1500107,Garrafa,116.0,,
2025-08-01,Agosto,A1500107,Malaa,90.0,,
2025-08-01,Agosto,A1500107,Mochila,176.0,,
2025-08-01,Agosto,A3100104,Carteira,19.0,210.0,3990.0
2025-08-01,Agosto,A3100104,Boné,34.0,,
2025-08-01,Agosto,A1500108,BOLSA,132.0,999.0,131868.0
2025-08-01,Agosto,A3100104,Malaa,47.0,,
2025-08-01,Agosto,A3100104,Tênis,22.0,,
2025-08-01,Agosto,A3100104,Boné,33.0,,
2025-08-01,Agosto,A3100104,FONE,27.0,159.0,4293.0
2025-08-01,Agosto,A3100104,Garrafa,47.0,,
2025-08-01,Agosto,A1500108,Garrafa,51.0,,
2025-08-01,Agosto,A1500108,Carteira,153.0,210.0,32130.0
2025-08-01,Agosto,A3100104,Malaa,44.0,,
2025-08-01,Agosto,A3100104,BOLSA,51.0,999.0,50949.0
2025-08-01,Agosto,A1500108,FONE,48.0,159.0,7632.0
2025-08-01,Agosto,A1500108,Carteira,60.0,210.0,12600.0
2025-08-01,Agosto,A3100104,BOLSA,45.0,999.0,44955.0
2025-08-01,Agosto,A1500107,BOLSA,48.0,999.0,47952.0
2025-08-01,Agosto,A3100104,Malaa,28.0,,
2025-08-01,Agosto,A3100104,Mochila,18.0,,
2025-08-01,Agosto,A3100104,Tênis,16.0,,
2025-08-01,Agosto,A1500107,Boné,92.0,,
2025-08-01,Agosto,A1500108,Malaa,25.0,,
2025-08-01,Agosto,A3100104,Carteira,24.0,210.0,5040.0
2025-08-01,Agosto,A3100104,Mochila,46.0,,
2025-08-01,Agosto,A1500108,Mochila,27.0,,
2025-08-01,Agosto,A1500107,Carteira,80.0,210.0,16800.0
2025-08-01,Agosto,A3100104,Garrafa,32.0,,
2025-08-01,Agosto,A3100104,Mochila,28.0,,
2025-08-01,Agosto,A3100104,Malaa,16.0,,
2025-08-01,Agosto,A3100104,Carteira,29.0,210.0,6090.0
2025-08-01,Agosto,A3100104,Malaa,40.0,,
2025-08-01,Agosto,A3100104,Tênis,30.0,,
2025-08-01,Agosto,A1500108,Garrafa,30.0,,
2025-08-01,Agosto,A1500108,BOLSA,52.0,999.0,51948.0
2025-08-01,Agosto,A1500107,Carteira,60.0,210.0,12600.0
2025-08-01,Agosto,A1500107,BOLSA,84.0,999.0,83916.0
2025-08-01,Agosto,A1500108,Carteira,87.0,210.0,18270.0
2025-08-01,Agosto,A3100104,Mochila,21.0,,
2025-08-01,Agosto,A1500107,Boné,200.0,,
2025-08-01,Agosto,A3100104,Garrafa,34.0,,
2025-08-01,Agosto,A3100104,Malaa,35.0,,
2025-08-01,Agosto,A1500108,Malaa,28.0,,
2025-08-01,Agosto,A1500107,Garrafa,56.0,,
2025-08-01,Agosto,A1500107,Mochila,92.0,,
2025-08-01,Agosto,A3100104,Tênis,49.0,,
2025-08-01,Agosto,A1500108,BOLSA,48.0,999.0,47952.0
2025-08-01,Agosto,A1500108,Tênis,51.0,,
2025-08-01,Agosto,A1500108,Carteira,114.0,210.0,23940.0
2025-08-01,Agosto,A3100104,Mochila,43.0,,
2025-08-01,Agosto,A3100104,Carteira,26.0,210.0,5460.0
2025-08-01,Agosto,A3100104,Mochila,41.0,,
2025-08-01,Agosto,A1500108,Garrafa,49.0,,
2025-08-01,Agosto,A1500107,Mochila,196.0,,
2025-08-01,Agosto,A1500108,Malaa,46.0,,
2025-08-01,Agosto,A1500108,FONE,49.0,159.0,7791.0
2025-08-01,Agosto,A1500107,Garrafa,54.0,,
2025-08-01,Agosto,A1500107,Carteira,30.0,210.0,6300.0
2025-08-01,Agosto,A1500107,FONE,76.0,159.0,12084.0
2025-08-01,Agosto,A1500107,Malaa,82.0,,
2025-08-01,Agosto,A1500107,Malaa,104.0,,
2025-08-01,Agosto,A3100104,Tênis,24.0,,
2025-08-01,Agosto,A3100104,Garrafa,52.0,,
2025-08-01,Agosto,A3100104,Malaa,47.0,,
2025-08-01,Agosto,A1500107,BOLSA,50.0,999.0,49950.0
2025-08-01,Agosto,A3100104,FONE,38.0,159.0,6042.0
2025-08-01,Agosto,A1500108,Tênis,25.0,,
2025-08-01,Agosto,A3100104,Mochila,24.0,,
2025-08-01,Agosto,A1500108,FONE,39.0,159.0,6201.0
2025-08-01,Agosto,A1500108,Boné,18.0,,
2025-08-01,Agosto,A3100104,Malaa,15.0,,
2025-08-01,Agosto,A3100104,Carteira,35.0,210.0,7350.0
2025-08-01,Agosto,A3100104,Mochila,34.0,,
2025-08-01,Agosto,A3100104,Mochila,39.0,,
2025-08-01,Agosto,A1500107,Tênis,92.0,,
2025-08-01,Agosto,A1500107,Carteira,128.0,210.0,26880.0
2025-08-01,Agosto,A3100104,Mochila,31.0,,
2025-08-01,Agosto,A1500107,Tênis,56.0,,
2025-08-01,Agosto,A1500107,BOLSA,100.0,999.0,99900.0
2025-08-01,Agosto,A1500108,Malaa,120.0,,
2025-08-01,Agosto,A3100104,Garrafa,43.0,,
2025-08-01,Agosto,A3100104,FONE,35.0,159.0,5565.0
2025-08-01,Agosto,A3100104,Carteira,30.0,210.0,6300.0
2025-08-01,Agosto,A1500108,Malaa,19.0,,
2025-08-01,Agosto,A1500108,Garrafa,50.0,,
2025-08-01,Agosto,A3100104,BOLSA,42.0,999.0,41958.0
2025-08-01,Agosto,A3100104,Malaa,50.0,,
2025-08-01,Agosto,A3100104,Mochila,27.0,,
2025-08-01,Agosto,A3100104,Tênis,16.0,,
2025-08-01,Agosto,A1500108,FONE,26.0,159.0,4134.0
2025-08-01,Agosto,A3100104,Boné,33.0,,
2025-08-01,Agosto,A1500108,Malaa,33.0,,
2025-08-01,Agosto,A1500107,Garrafa,42.0,,
2025-08-01,Agosto,A1500107,FONE,44.0,159.0,6996.0
2025-08-01,Agosto,A3100104,FONE,25.0,159.0,3975.0
2025-08-01,Agosto,A3100104,FONE,44.0,159.0,6996.0
2025-08-01,Agosto,A3100104,Malaa,35.0,,
2025-08-01,Agosto,A1500108,Mochila,35.0,,
2025-08-01,Agosto,A1500108,Malaa,21.0,,
2025-08-01,Agosto,A3100104,Malaa,27.0,,
2025-08-01,Agosto,A1500108,BOLSA,24.0,999.0,23976.0
2025-08-01,Agosto,A3100104,Tênis,19.0,,
2025-08-01,Agosto,A1500107,Carteira,88.0,210.0,18480.0
2025-08-01,Agosto,A3100104,Tênis,28.0,,
2025-08-01,Agosto,A1500107,FONE,40.0,159.0,6360.0
2025-08-01,Agosto,A3100104,Tênis,52.0,,
2025-08-01,Agosto,A3100104,Garrafa,51.0,,
2025-08-01,Agosto,A1500107,BOLSA,36.0,999.0,35964.0
2025-08-01,Agosto,A1500108,Carteira,153.0,210.0,32130.0
2025-08-01,Agosto,A1500108,Garrafa,40.0,,
2025-08-01,Agosto,A1500107,Tênis,36.0,,
2025-08-01,Agosto,A1500107,FONE,80.0,159.0,12720.0
2025-08-01,Agosto,A1500108,Tênis,45.0,,
2025-08-01,Agosto,A1500108,Mochila,32.0,,
2025-08-01,Agosto,A3100104,Garrafa,19.0,,
2025-08-01,Agosto,A1500107,Carteira,56.0,210.0,11760.0
2025-08-01,Agosto,A3100104,FONE,42.0,159.0,6678.0
2025-08-01,Agosto,A1500108,Malaa,117.0,,
2025-08-01,Agosto,A1500107,BOLSA,102.0,999.0,101898.0
2025-08-01,Agosto,A1500108,Carteira,126.0,210.0,26460.0
2025-08-01,Agosto,A1500107,BOLSA,116.0,999.0,115884.0
2025-08-01,Agosto,A3100104,Garrafa,49.0,,
2025-08-01,Agosto,A1500108,BOLSA,33.0,999.0,32967.0
2025-08-01,Agosto,A1500107,Boné,66.0,,
2025-08-01,Agosto,A3100104,Malaa,23.0,,
2025-08-01,Agosto,A3100104,Boné,44.0,,
2025-08-01,Agosto,A3100104,Malaa,48.0,,
2025-08-01,Agosto,A3100104,BOLSA,26.0,999.0,25974.0
2025-08-01,Agosto,A3100104,Tênis,15.0,,
2025-08-01,Agosto,A1500108,Mochila,49.0,,
2025-08-01,Agosto,A1500107,BOLSA,100.0,999.0,99900.0
2025-08-01,Agosto,A3100104,BOLSA,44.0,999.0,43956.0
2025-08-01,Agosto,A1500107,Carteira,192.0,210.0,40320.0
2025-08-01,Agosto,A1500107,Tênis,42.0,,
2025-08-01,Agosto,A1500108,BOLSA,34.0,999.0,33966.0
2025-08-01,Agosto,A1500107,BOLSA,90.0,999.0,89910.0
2025-09-01,Setembro,A1500108,Tênis,19.0,,
2025-09-01,Setembro,A1500108,Mochila,50.0,,
2025-09-01,Setembro,A1500108,Mochila,22.0,,
